id;descrizioneCompleta;Peso;;produttore;;;;;;;;;;;;;;
PIATTIPRONTI59;Vellutata di carote ml 250;Vellutata di carote ml 250;;AMARANTO SUCCHI;;;;;;;;;;;;;;
PIATTIPRONTI63;Zuppa di legumi e verdure ml 250;Zuppa di legumi e verdure ml 250;;AMARANTO SUCCHI;;;;;;;;;;;;;;
PRALINE1;Praline vegane avocado, cioccolato, nocciola g 150;Praline vegane avocado, cioccolato, nocciola g 150;;AMARANTO SUCCHI;;;;;;;;;;;;;;
SEMOLINO2;Semolino dolce g 200;Semolino dolce g 200;;AMARANTO SUCCHI;;;;;;;;;;;;;;
STORTAPASQ1;Torta Pasqualina g 350;Torta Pasqualina g 350;;AMARANTO SUCCHI;;;;;;;;;;;;;;
ERBEAROMATICH14;Peperoncino 3 varietÃ  Persiano, Imperiale, Bless g 37,5;Peperoncino 3 varietÃ  Persiano, Imperiale, Bless g 37,5;;Officina Naturale di Davide Zacchilli;;;;;;;;;;;;;;
ERBEAROMATICH15;Peperoncino verde g 12,5;Peperoncino verde g 12,5;;Officina Naturale di Davide Zacchilli;;;;;;;;;;;;;;
ERBEAROMATICH16;Peperoncino arancione g 12,5;Peperoncino arancione g 12,5;;Officina Naturale di Davide Zacchilli;;;;;;;;;;;;;;
ERBEAROMATICH17;Peperoncino rosso g 15;Peperoncino rosso g 15;;Officina Naturale di Davide Zacchilli;;;;;;;;;;;;;;
ERBEAROMATICH19;Peperoncino nero Marquinia g 15;Peperoncino nero Marquinia g 15;;Officina Naturale di Davide Zacchilli;;;;;;;;;;;;;;
ERBEAROMATICH20;Peperoncino bianco Carrara g 15;Peperoncino bianco Carrara g 15;;Officina Naturale di Davide Zacchilli;;;;;;;;;;;;;;
ERBEAROMATICH21;Peperoncino arlecchino g 15;Peperoncino arlecchino g 15;;Officina Naturale di Davide Zacchilli;;;;;;;;;;;;;;
OLIPEP1;Olio extravergine oliva al peperoncino verde ml 100;Olio extravergine oliva al peperoncino verde ml 100;;Officina Naturale di Davide Zacchilli;;;;;;;;;;;;;;
UOV22;4 uova rosse di gallina ovaiola ;4 uova rosse di gallina ovaiola ;;La Verdella Piccola Azienda Agricola e Agriturismo;;;;;;;;;;;;;;
AMASAKE1;Amasake di riso dolcificante g 200;Amasake di riso dolcificante g 200;;La Bottega del Fermentista;;;;;;;;;;;;;;
AMASAKE2;Amasake riso integrale dolcificante g 200;Amasake riso integrale dolcificante g 200;;La Bottega del Fermentista;;;;;;;;;;;;;;
CECINAT1;Ceci cotti al naturale g 290;Ceci cotti al naturale g 290;;La Bottega del Fermentista;;;;;;;;;;;;;;
CRAUTI1;Crauti classici di cavolo Cappuccio verde g 260;Crauti classici di cavolo Cappuccio verde g 260;;La Bottega del Fermentista;;;;;;;;;;;;;;
CRAUTI2;Crauti di cipolla rossa g 170;Crauti di cipolla rossa g 170;;La Bottega del Fermentista;;;;;;;;;;;;;;
CRAUTI3;Crauti classici di cavolo Cappuccio rosso g 260;Crauti classici di cavolo Cappuccio rosso g 260;;La Bottega del Fermentista;;;;;;;;;;;;;;
CRAUTI4;Crauti di porro g 170;Crauti di porro g 170;;La Bottega del Fermentista;;;;;;;;;;;;;;
CRAUTI5;Caro-fiore g 270;Caro-fiore g 270;;La Bottega del Fermentista;;;;;;;;;;;;;;
CRAUTI6;Crauti di barbabietola g 170;Crauti di barbabietola g 170;;La Bottega del Fermentista;;;;;;;;;;;;;;
GIARDFE1;Giardiniera fermentata g 280;Giardiniera fermentata g 280;;La Bottega del Fermentista;;;;;;;;;;;;;;
KIMCHI1;Kimchi g 250;Kimchi g 250;;La Bottega del Fermentista;;;;;;;;;;;;;;
SOFFRITTOFE1;Soffritto fermentato g 190;Soffritto fermentato g 190;;La Bottega del Fermentista;;;;;;;;;;;;;;
ACQUAM1;Acqua micellare con zafferano d'Angera ml 200;Acqua micellare con zafferano d'Angera ml 200;;Azienda Agricola Le Sinergie;;;;;;;;;;;;;;
BALSAMOLABBRA1;Balsamo labbra con oleolito di calendula ml 4,5;Balsamo labbra con oleolito di calendula ml 4,5;;Azienda Agricola Le Sinergie;;;;;;;;;;;;;;
BALSAMOLABBRA2;Balsamo labbra con oleolito di camomilla ml 4,5;Balsamo labbra con oleolito di camomilla ml 4,5;;Azienda Agricola Le Sinergie;;;;;;;;;;;;;;
BALSAMOLABBRA3;Balsamo labbra con oleolito di melissa ml 4,5;Balsamo labbra con oleolito di melissa ml 4,5;;Azienda Agricola Le Sinergie;;;;;;;;;;;;;;
CREMABARBA1;Crema da barba con calendula ml 100;Crema da barba con calendula ml 100;;Azienda Agricola Le Sinergie;;;;;;;;;;;;;;
CREMACORPO1;Crema corpo con zafferano d'Angera ml 200;Crema corpo con zafferano d'Angera ml 200;;Azienda Agricola Le Sinergie;;;;;;;;;;;;;;
CREMAVISO1;Crema viso con zafferano d'Angera ml 50;Crema viso con zafferano d'Angera ml 50;;Azienda Agricola Le Sinergie;;;;;;;;;;;;;;
DOPOBARBA1;Gel dopo barba con menta ml 100;Gel dopo barba con menta ml 100;;Azienda Agricola Le Sinergie;;;;;;;;;;;;;;
OLEOLITA1;Oleolito di calendula estratto puro 100% ml 50;Oleolito di calendula estratto puro 100% ml 50;;Azienda Agricola Le Sinergie;;;;;;;;;;;;;;
OLEOLITA2;Oleolito di iperico estratto puro 100% ml 50;Oleolito di iperico estratto puro 100% ml 50;;Azienda Agricola Le Sinergie;;;;;;;;;;;;;;
OLEOLITA3;Oleolito di camomilla estratto puro 100% ml 50;Oleolito di camomilla estratto puro 100% ml 50;;Azienda Agricola Le Sinergie;;;;;;;;;;;;;;
SIEROVISO1;Siero viso con zafferano d'Angera ml 30;Siero viso con zafferano d'Angera ml 30;;Azienda Agricola Le Sinergie;;;;;;;;;;;;;;
FORVASEMISTAG44;Fontina d'alpeggio g 300;Fontina d'alpeggio g 300;;Azienda agricola La Borettaz;;;;;;;;;;;;;;
CALENDULAVASO1;Calendula edule in vaso ;Calendula edule in vaso ;;Rzero;;;;;;;;;;;;;;
CALIBRVASO1;Calibrachoa edule in vaso ;Calibrachoa edule in vaso ;;Rzero;;;;;;;;;;;;;;
DALIAVASO1;Dalia edule in vaso ;Dalia edule in vaso ;;Rzero;;;;;;;;;;;;;;
ERBACIPVASO1;Erba cipollina in vaso;Erba cipollina in vaso;;Rzero;;;;;;;;;;;;;;
MAGGIORANAVASO1;Maggiorana in vaso ;Maggiorana in vaso ;;Rzero;;;;;;;;;;;;;;
MELISSAVASO1;Melissa in vaso ;Melissa in vaso ;;Rzero;;;;;;;;;;;;;;
MENTAVASO1;Menta in vaso ;Menta in vaso ;;Rzero;;;;;;;;;;;;;;
ORIGANOVASO1;Origano in vaso ;Origano in vaso ;;Rzero;;;;;;;;;;;;;;
PETUNIAVASO1;Petunia edule in vaso ;Petunia edule in vaso ;;Rzero;;;;;;;;;;;;;;
PREZZRVASO1;Prezzemolo riccio in vaso ;Prezzemolo riccio in vaso ;;Rzero;;;;;;;;;;;;;;
PREZZRVASO2;Prezzemolo in vaso ;Prezzemolo in vaso ;;Rzero;;;;;;;;;;;;;;
PRIMULE1;Primule in vaso ;Primule in vaso ;;Rzero;;;;;;;;;;;;;;
ROSMAVASO1;Rosmarino in vaso ;Rosmarino in vaso ;;Rzero;;;;;;;;;;;;;;
TAGETEVASO1;Tagete edule in vaso ;Tagete edule in vaso ;;Rzero;;;;;;;;;;;;;;
TIMOVASO1;Timo in vaso ;Timo in vaso ;;Rzero;;;;;;;;;;;;;;
VERBENAVASO1;Verbena edule in vaso ;Verbena edule in vaso ;;Rzero;;;;;;;;;;;;;;
FORVASEMISTAG45;Caciocavallo g 250;Caciocavallo g 250;;Fattoria Lucciano soc.agr.s.s.;;;;;;;;;;;;;;
FORVASEMISTAG46;Scamorza g 250;Scamorza g 250;;Fattoria Lucciano soc.agr.s.s.;;;;;;;;;;;;;;
CERGRA41;Orzo perlato g 500;Orzo perlato g 500;;Davide Fulcheri;;;;;;;;;;;;;;
CERMIGLIO3;Miglio decorticato g 500;Miglio decorticato g 500;;Davide Fulcheri;;;;;;;;;;;;;;
CERPASFARROCOR1;Fusilli di farro semi integrali g 400;Fusilli di farro semi integrali g 400;;Davide Fulcheri;;;;;;;;;;;;;;
CERPASFARROCOR2;Rigatoni di farro semi integrali g 400;Rigatoni di farro semi integrali g 400;;Davide Fulcheri;;;;;;;;;;;;;;
GAZZOSA1;Gazzosa artigianale con succo di limone ml 250;Gazzosa artigianale con succo di limone ml 250;;Libero Mondo Soc. Coop.Sociale;;;;;;;;;;;;;;
TE1;TÃ© bianco Darjeeling 20 filtri g 30;TÃ© bianco Darjeeling 20 filtri g 30;;Libero Mondo Soc. Coop.Sociale;;;;;;;;;;;;;;
TE2;TÃ© verde Darjeeling 20 filtri g 30;TÃ© verde Darjeeling 20 filtri g 30;;Libero Mondo Soc. Coop.Sociale;;;;;;;;;;;;;;
TE3;TÃ© nero Darjeeling 20 filtri g 30;TÃ© nero Darjeeling 20 filtri g 30;;Libero Mondo Soc. Coop.Sociale;;;;;;;;;;;;;;
TE4;TÃ© nero da bere freddo al mandarino ml 200;TÃ© nero da bere freddo al mandarino ml 200;;Libero Mondo Soc. Coop.Sociale;;;;;;;;;;;;;;
TE5;TÃ© nero da bere freddo zenzero e limone ml 200;TÃ© nero da bere freddo zenzero e limone ml 200;;Libero Mondo Soc. Coop.Sociale;;;;;;;;;;;;;;
FORVAFRE74;Burro g 250;Burro g 250;;Azienda agricola Alessandro Martini;;;;;;;;;;;;;;
FORVASTAG53;Nostrale g 200;Nostrale g 200;;Azienda agricola Alessandro Martini;;;;;;;;;;;;;;
GIOCO1;Gioco dei cerchi ;Gioco dei cerchi ;;Valle Varaita Giocolegno Soc. Coop.;;;;;;;;;;;;;;
GIOCO2;Domino dei numeri ;Domino dei numeri ;;Valle Varaita Giocolegno Soc. Coop.;;;;;;;;;;;;;;
GIOCO3;Memory ;Memory ;;Valle Varaita Giocolegno Soc. Coop.;;;;;;;;;;;;;;
GIOCO4;Trenino ;Trenino ;;Valle Varaita Giocolegno Soc. Coop.;;;;;;;;;;;;;;
GIOCO5;Alfabetiere ;Alfabetiere ;;Valle Varaita Giocolegno Soc. Coop.;;;;;;;;;;;;;;
GIOCO6;Le toppe ;Le toppe ;;Valle Varaita Giocolegno Soc. Coop.;;;;;;;;;;;;;;
GIOCO7;Trampoli ;Trampoli ;;Valle Varaita Giocolegno Soc. Coop.;;;;;;;;;;;;;;
GIOCO8;Ciclo ;Ciclo ;;Valle Varaita Giocolegno Soc. Coop.;;;;;;;;;;;;;;
GIOCO9;Cavallino a dondolo ;Cavallino a dondolo ;;Valle Varaita Giocolegno Soc. Coop.;;;;;;;;;;;;;;
CARRABRA1;Cotolette di agnellone con osso g 500;Cotolette di agnellone con osso g 500;;Degiovanni Luca;;;;;;;;;;;;;;
CARRACOS1;Coscia di agnellone kg 1,5;Coscia di agnellone kg 1,5;;Degiovanni Luca;;;;;;;;;;;;;;
CARRAFEG1;Fegato di agnellone g 250;Fegato di agnellone g 250;;Degiovanni Luca;;;;;;;;;;;;;;
CARRAPOL1;Polpa tritata agnellone g 250;Polpa tritata agnellone g 250;;Degiovanni Luca;;;;;;;;;;;;;;
CARRASPEZ1;Spezzatino di agnellone g 500;Spezzatino di agnellone g 500;;Degiovanni Luca;;;;;;;;;;;;;;
FRUTARANCE34;Arance Navel kg 1;Arance Navel kg 1;;Agrinova Bio 2000 Soc. Coop.;;;;;;;;;;;;;;
FRUTARANCE35;Arance Tarocco kg 1;Arance Tarocco kg 1;;Agrinova Bio 2000 Soc. Coop.;;;;;;;;;;;;;;
FRUTLIMONI26;Limone Primofiore g 250;Limone Primofiore g 250;;Agrinova Bio 2000 Soc. Coop.;;;;;;;;;;;;;;
FRUTLIMONI27;Limone Bianchetto g 250;Limone Bianchetto g 250;;Agrinova Bio 2000 Soc. Coop.;;;;;;;;;;;;;;
FRUTMANDARINI15;Clementine g 500;Clementine g 500;;Agrinova Bio 2000 Soc. Coop.;;;;;;;;;;;;;;
FRUTMANDARINI16;Mandarini g 500;Mandarini g 500;;Agrinova Bio 2000 Soc. Coop.;;;;;;;;;;;;;;
FRUTMELOGRANI9;Melagrana g 500;Melagrana g 500;;Agrinova Bio 2000 Soc. Coop.;;;;;;;;;;;;;;
FOROVERB3;Parbleu con caglio vegetale g 150;Parbleu con caglio vegetale g 150;;Caseificio del Sarvanot s.n.c.;;;;;;;;;;;;;;
FORVASEMISTAG47;Ciarafi con caglio vegetale g 200;Ciarafi con caglio vegetale g 200;;Caseificio del Sarvanot s.n.c.;;;;;;;;;;;;;;
MISO2;Miso di piselli e orzo maturato 2 anni g 210;Miso di piselli e orzo maturato 2 anni g 210;;Nesler SocietÃ Semplice Agricola CibOfficina;;;;;;;;;;;;;;
SALSAARIETE1;Salsa Ariete shoyu di ceci e frumento ml 200;Salsa Ariete shoyu di ceci e frumento ml 200;;Nesler SocietÃ Semplice Agricola CibOfficina;;;;;;;;;;;;;;
FORVAFRE15;Ricottina g 300 ;Ricottina g 300 ;;Azienda Agricola Marabotto Elio;;;;;;;;;;;;;;
FORVAFRE76;Ricottino g 350;Ricottino g 350;;Azienda Agricola Marabotto Elio;;;;;;;;;;;;;;
FORVASEMISTAG10;Raschera D.o.p. g 200 ;Raschera D.o.p. g 200 ;;Azienda Agricola Marabotto Elio;;;;;;;;;;;;;;
FORVASEMISTAG49;Sola g 200;Sola g 200;;Azienda Agricola Marabotto Elio;;;;;;;;;;;;;;
FORVASEMISTAG9;Raschera D.o.p. g 300 ;Raschera D.o.p. g 300 ;;Azienda Agricola Marabotto Elio;;;;;;;;;;;;;;
FORVASTAG54;Nostrano g 200;Nostrano g 200;;Azienda Agricola Marabotto Elio;;;;;;;;;;;;;;
FORVASTAG55;Brichet g 200;Brichet g 200;;Azienda Agricola Marabotto Elio;;;;;;;;;;;;;;
LATTE4;Latte di mucca intero fresco l 1;Latte di mucca intero fresco l 1;;Azienda Agricola Marabotto Elio;;;;;;;;;;;;;;
LIQ10;Genepy Piemonte cl 50;Genepy Piemonte cl 50;;Azienda agricola La Freidio;;;;;;;;;;;;;;
VERDCETRIOLI2;Cetriolini g 150 ;Cetriolini g 150 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDCIMEDIRAP12;Cime di rapa g 500;Cime di rapa g 500;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDCIMONE12;Cavolo Romanesco Kg 1 ;Cavolo Romanesco Kg 1 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDCIPOLLE44;Cipolle cotte al forno g 500;Cipolle cotte al forno g 500;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDDAIKON1;Radice di daikon ;Radice di daikon ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDERBESEL67;LivertÃ¬n luppolo selvatico g 60;LivertÃ¬n luppolo selvatico g 60;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDERBESELV;Fiori di acacia, sambuco g 100 ;Fiori di acacia, sambuco g 100 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDERBESELV1;Cicoria selvatica g 100 ;Cicoria selvatica g 100 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDERBESELV2;Erbe e fiori di campo g 150 ;Erbe e fiori di campo g 150 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDERBESELV4;Fiori di acacia g 50;Fiori di acacia g 50;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDERBESELV5;Fiori di sambuco g 50;Fiori di sambuco g 50;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDERBESELV7;Tarassaco selvatico g 150;Tarassaco selvatico g 150;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDERBESELVATICHE21;Fiori di acacia, sambuco g 100 ;Fiori di acacia, sambuco g 100 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDERBESELVATICHE31;Ortiche g 150 ;Ortiche g 150 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDERBESELVATICHE33;Borragine g 100 ;Borragine g 100 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDERBESELVATICHE43;Ortiche a mazzo g 100 ;Ortiche a mazzo g 100 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDERBESELVATICHE62;Piantaggine g 100 ;Piantaggine g 100 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDERBESELVATICHE68;Silene g 100 ;Silene g 100 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDINSALATAA11;Cicoria g 150 ;Cicoria g 150 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDINSALATAD3;Truset radicchio a grumolo g 150;Truset radicchio a grumolo g 150;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDINSALATAD92;Valeriana g 150;Valeriana g 150;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDLEGFREFAGIOLIN23;Fagiolini finissimi g 500 ;Fagiolini finissimi g 500 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDLEGFREFAV14;Fave fresche g 500;Fave fresche g 500;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDLEGFREFAVE1;Fave g 250 ;Fave g 250 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDLEGFREFAVE1-1819;Fave g 500 ;Fave g 500 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDLEGFREFAVE1-2022;Fave g 400 ;Fave g 400 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDLEGFREFAVE5;Fave g 500 ;Fave g 500 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDLEGFREMERAV2;Fagioli Meraviglia g 500;Fagioli Meraviglia g 500;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDPAKCHOI1;Pak choi g 200;Pak choi g 200;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDPATATETRIF1;Trifulot del bur g 250;Trifulot del bur g 250;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDPUNTARELLE10;Puntarelle g 500 ;Puntarelle g 500 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDSEDANORAPA1;Sedano rapa g 400;Sedano rapa g 400;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDSPINACINI4;Spinacini g 150 da mangiare crudi ;Spinacini g 150 da mangiare crudi ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDTENERUMI2;Tenerumi g 500 ;Tenerumi g 500 ;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VERDTOPINAMB14;Topinambour g 250;Topinambour g 250;;Azienda agricola Mauro Villa;;;;;;;;;;;;;;
VINBIANCO10;Montesoro cl 75 da uve Timorasso SENZA SOLFITI ;Montesoro cl 75 da uve Timorasso SENZA SOLFITI ;;Cooperativa agricola Valli Unite;;;;;;;;;;;;;;
VINBIANCO19;Derthona colli Tortonesi cl 75;Derthona colli Tortonesi cl 75;;Cooperativa agricola Valli Unite;;;;;;;;;;;;;;
VINBIANCO23;Vino bio l 5 ;Vino bio l 5 ;;Cooperativa agricola Valli Unite;;;;;;;;;;;;;;
VINROSSO27;GaitÃ¹ doc colli Tortonesi cl 75;GaitÃ¹ doc colli Tortonesi cl 75;;Cooperativa agricola Valli Unite;;;;;;;;;;;;;;
VINROSSO28;Diogene doc colli Tortonesi cl 75;Diogene doc colli Tortonesi cl 75;;Cooperativa agricola Valli Unite;;;;;;;;;;;;;;
VINROSSO37;Dolcetto d'Alba doc cl 75 ;Dolcetto d'Alba doc cl 75 ;;Azienda agricola La Ca' Nova;;;;;;;;;;;;;;
VINROSSO38;Barbera d'Alba doc cl 75;Barbera d'Alba doc cl 75;;Azienda agricola La Ca' Nova;;;;;;;;;;;;;;
VINROSSO39;Langhe Nebbiolo doc cl 75;Langhe Nebbiolo doc cl 75;;Azienda agricola La Ca' Nova;;;;;;;;;;;;;;
VINROSSO40;Barbaresco docg cl 75;Barbaresco docg cl 75;;Azienda agricola La Ca' Nova;;;;;;;;;;;;;;
VINROSSO41;Barbaresco D.o.c.g. cl 75 - Bric Mentina - ;Barbaresco D.o.c.g. cl 75 - Bric Mentina - ;;Azienda agricola La Ca' Nova;;;;;;;;;;;;;;
YOGCAINTEROBIANCO4;Yogurt di capra g 100 ;Yogurt di capra g 100 ;;Azienda agricola Glauco Luigi;;;;;;;;;;;;;;
YOGOVCAINTEROBIANCO2;Yogurt di capra e pecora g 100 ;Yogurt di capra e pecora g 100 ;;Azienda agricola Glauco Luigi;;;;;;;;;;;;;;
VERDCIPOLLOT3;Cipollotti g 200 ;Cipollotti g 200 ;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDERBECOR1;Coriandolo g 50 ;Coriandolo g 50 ;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDERBESELVME;Menta fresca g 50 ;Menta fresca g 50 ;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDINSALATA176;Radicchio di Chioggia g 250;Radicchio di Chioggia g 250;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDINSALATA177;Radicchio Castelfranco g 250;Radicchio Castelfranco g 250;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDINSALATAD87;Canasta g 250;Canasta g 250;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDINSALATAD88;Foglia di quercia g 250;Foglia di quercia g 250;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDINSALATAD90;Indivia riccia g 600;Indivia riccia g 600;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDINSALATAD91;Pan di zucchero g 500;Pan di zucchero g 500;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDINSALATAD95;Gentilina g 250;Gentilina g 250;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDINSALATAD96;Cicoria a grumolo g 150;Cicoria a grumolo g 150;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDINSALATADOLCE125;Insalata Iceberg g 250 ;Insalata Iceberg g 250 ;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDLEFREBOR24;Fagioli Borlotti freschi g 500 ;Fagioli Borlotti freschi g 500 ;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDLEFRESPA1;Fagioli Spagna freschi g 500 ;Fagioli Spagna freschi g 500 ;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDLEGFREFAG4;Fagiolini g 500 ;Fagiolini g 500 ;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDLEGFREPIS2;Piselli freschi g 500;Piselli freschi g 500;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDLEGFRETAC3;Taccole g 400 ;Taccole g 400 ;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDPORRI23;Porri g 500 ;Porri g 500 ;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDSEDANO14;Sedano g 300;Sedano g 300;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDZUCCA46;Zucca Hokkaido buccia e polpa arancione kg 1;Zucca Hokkaido buccia e polpa arancione kg 1;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDZUCCA47;Zucca Butternut buccia e polpa arancione kg 1;Zucca Butternut buccia e polpa arancione kg 1;;Azienda  agricola Silvano Galfione;;;;;;;;;;;;;;
VERDCIPOLLE40;Cipolle rosse fresche g 250 ;Cipolle rosse fresche g 250 ;;Azienda agricola Decarolis Carla Maria;;;;;;;;;;;;;;
VERDCIPOLLE51;Cipolle bianche g 500 ;Cipolle bianche g 500 ;;Azienda agricola Decarolis Carla Maria;;;;;;;;;;;;;;
VERDCIPOLLET;Cipolle fresche Tropea g 500;Cipolle fresche Tropea g 500;;Azienda agricola Decarolis Carla Maria;;;;;;;;;;;;;;
VERDCOSTE5;Coste g 500;Coste g 500;;Azienda agricola Decarolis Carla Maria;;;;;;;;;;;;;;
VERDCOSTINE36;Costine g 500;Costine g 500;;Azienda agricola Decarolis Carla Maria;;;;;;;;;;;;;;
VERDSPINACI2;Spinaci g 500;Spinaci g 500;;Azienda agricola Decarolis Carla Maria;;;;;;;;;;;;;;
VERDZUCCA20;Zucchine Trombetta g 500;Zucchine Trombetta g 500;;Azienda agricola Decarolis Carla Maria;;;;;;;;;;;;;;
VERDZUCCHINI24;Zucchini chiari g 500;Zucchini chiari g 500;;Azienda agricola Decarolis Carla Maria;;;;;;;;;;;;;;
VINROSSO14;Malvasia doc di Castelnuovo Don Bosco cl 75;Malvasia doc di Castelnuovo Don Bosco cl 75;;Caudana Elisa;;;;;;;;;;;;;;
VINROSSO20;Barbera d'Asti d.o.c. cl 75 ;Barbera d'Asti d.o.c. cl 75 ;;Caudana Elisa;;;;;;;;;;;;;;
VINROSSO21;Albugnano d.o.c. cl 75 ;Albugnano d.o.c. cl 75 ;;Caudana Elisa;;;;;;;;;;;;;;
VINROSSO35;Bonarda d.o.c. cl 75 ;Bonarda d.o.c. cl 75 ;;Caudana Elisa;;;;;;;;;;;;;;
VINROSSO36;Albugnano doc cl 75;Albugnano doc cl 75;;Caudana Elisa;;;;;;;;;;;;;;
VERDLEGFREBABI3;Fagioli del Babi freschi g 500 fagioli del rospo ;Fagioli del Babi freschi g 500 fagioli del rospo ;;Azienda agricola L'Uberge di Dalmasso Dario;;;;;;;;;;;;;;
VERDPATATE32;Patate Bintje g 500 ;Patate Bintje g 500 ;;Azienda agricola L'Uberge di Dalmasso Dario;;;;;;;;;;;;;;
VERDPATATE43;Patate Bintje buccia gialla, pasta gialla kg 1;Patate Bintje buccia gialla, pasta gialla kg 1;;Azienda agricola L'Uberge di Dalmasso Dario;;;;;;;;;;;;;;
VERDPATATE79;Patate DesirÃ©e buccia rossa, pasta gialla kg 1;Patate DesirÃ©e buccia rossa, pasta gialla kg 1;;Azienda agricola L'Uberge di Dalmasso Dario;;;;;;;;;;;;;;
VERDCETRIOLI13;Cetrioli g 500;Cetrioli g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDCIMEDIRAP14;Cime di rapa g 500;Cime di rapa g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDCIPOLLE20;Cipolle bianche g 500 ;Cipolle bianche g 500 ;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDCIPOLLE37;Cipolle bianche piatte g 500;Cipolle bianche piatte g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDCIPOLLE49;Cipolle rosse g 250 ;Cipolle rosse g 250 ;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDCIPOLLE55;Cipolle rosse g 500;Cipolle rosse g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDCIPOLLE60;Cipolle bionde g 500;Cipolle bionde g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDCIPOLLE61;Cipolle di Tropea g 500;Cipolle di Tropea g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
VERDCUOREDIB1;Pomodoro Cuore di bue g 500;Pomodoro Cuore di bue g 500;;Terra-Terra SocietÃ  Cooperativa Agricola;;;;;;;;;;;;;;
