id;descrizioneCompleta;Peso;;produttore;;;;;;;;;;;;;;
ACETO7;Aceto di mele ml 500;Aceto di mele ml 500;;Azienda agricola Priotti Paolo;;;;;;;;;;;;;;
ACETO8;Aceto di pere ml 500;Aceto di pere ml 500;;Azienda agricola Priotti Paolo;;;;;;;;;;;;;;
FAGNAT1;Fagioli lessati g 310;Fagioli lessati g 310;;Azienda agricola Priotti Paolo;;;;;;;;;;;;;;
FRUTCASTAGNE33;Marroni g 250;Marroni g 250;;Azienda agricola Priotti Paolo;;;;;;;;;;;;;;
FRUTKIWIARGUTA2;Kiwi Arguta buccia liscia senza peli g 200;Kiwi Arguta buccia liscia senza peli g 200;;Azienda agricola Priotti Paolo;;;;;;;;;;;;;;
FRUTLAMPONI9;Lamponi g 125;Lamponi g 125;;Azienda agricola Priotti Paolo;;;;;;;;;;;;;;
FRUTMORE7;More g 125;More g 125;;Azienda agricola Priotti Paolo;;;;;;;;;;;;;;
FRUTPESCHE27;Pesche kg 1;Pesche kg 1;kg;Azienda agricola Priotti Paolo;;;;;;;;;;;;;;
FRUTRIBES7;Ribes g 180;Ribes g 180;;Azienda agricola Priotti Paolo;;;;;;;;;;;;;;
SEMGIRAS4;Semi di girasole decorticati g 500;Semi di girasole decorticati g 500;;Azienda agricola Priotti Paolo;;;;;;;;;;;;;;
SEMICANAPA1;Semi di canapa g 250 decorticati ;Semi di canapa g 250 decorticati ;;Azienda agricola Priotti Paolo;;;;;;;;;;;;;;
SEMILINO4;Semi di lino dorato g 500;Semi di lino dorato g 500;;Azienda agricola Priotti Paolo;;;;;;;;;;;;;;
ANTVERDOLIVE4;Olive taggiasche in salamoia g 190;Olive taggiasche in salamoia g 190;;Damiano societÃ  semplice agricola;;;;;;;;;;;;;;
ANTVERDOLIVE5;Olive taggiasche denocciolate in olio extravergine oliva g 180;Olive taggiasche denocciolate in olio extravergine oliva g 180;;Damiano societÃ  semplice agricola;;;;;;;;;;;;;;
OLIOLIVA18;Olio extravergine di oliva Taggiasca l 0,75;Olio extravergine di oliva Taggiasca l 0,75;;Damiano societÃ  semplice agricola;;;;;;;;;;;;;;
COM54;Composta di lamponi g 220 ;Composta di lamponi g 220 ;;Azienda agricola Uva RamÃ  di Luisa Maria Aronica;;;;;;;;;;;;;;
COM55;Composta di mirtilli g 220 ;Composta di mirtilli g 220 ;;Azienda agricola Uva RamÃ  di Luisa Maria Aronica;;;;;;;;;;;;;;
COM56;Crema di marroni g 260 ;Crema di marroni g 260 ;;Azienda agricola Uva RamÃ  di Luisa Maria Aronica;;;;;;;;;;;;;;
CREMA4;Crema spalmabile di castagne e nocciole g 250;Crema spalmabile di castagne e nocciole g 250;;Azienda agricola Uva RamÃ  di Luisa Maria Aronica;;;;;;;;;;;;;;
CERFAR47;Farina di cinque cereali kg 1;Farina di cinque cereali kg 1;kg;Mulino Sobrino s.n.c. di Renzo Sobrino;;;;;;;;;;;;;;
CERFIO1;Corn flakes g 250;Corn flakes g 250;;Mulino Sobrino s.n.c. di Renzo Sobrino;;;;;;;;;;;;;;
CERGRA11;Fiocchi di avena g 500;Fiocchi di avena g 500;;Mulino Sobrino s.n.c. di Renzo Sobrino;;;;;;;;;;;;;;
FRUTCILIEGIE9;Ciliegie di Pecetto g 500;Ciliegie di Pecetto g 500;;AgricooPecetto s.a. coop.;;;;;;;;;;;;;;
SAS37;Preparato per soffritto g 180;Preparato per soffritto g 180;;AgricooPecetto s.a. coop.;;;;;;;;;;;;;;
DOLCIOC14;Nocciolato tavoletta fondente e nocciole g 120;Nocciolato tavoletta fondente e nocciole g 120;;S.B. Cioccolato srl;;;;;;;;;;;;;;
DOLCIOC2;Tavoletta al latte 41% g 100;Tavoletta al latte 41% g 100;;S.B. Cioccolato srl;;;;;;;;;;;;;;
DOLCIOC3;Tavoletta fondente 80% g 100;Tavoletta fondente 80% g 100;;S.B. Cioccolato srl;;;;;;;;;;;;;;
FORVAFRE10;Robiola mucca spalmabile senza caglio g 200;Robiola mucca spalmabile senza caglio g 200;;Mozzarella da Re di Antonio Copeta;;;;;;;;;;;;;;
FORVAFRE2;Mozzarella g 250;Mozzarella g 250;;Mozzarella da Re di Antonio Copeta;;;;;;;;;;;;;;
FORVAFRE23;Ricottina g 300;Ricottina g 300;;Mozzarella da Re di Antonio Copeta;;;;;;;;;;;;;;
FORVAFRE26;Nodini di mozzarella da aperitivo g 200;Nodini di mozzarella da aperitivo g 200;;Mozzarella da Re di Antonio Copeta;;;;;;;;;;;;;;
FORVAFRE5;Burrata g 400;Burrata g 400;;Mozzarella da Re di Antonio Copeta;;;;;;;;;;;;;;
FORVAFRE52;Mozzarella senza sale g 250;Mozzarella senza sale g 250;;Mozzarella da Re di Antonio Copeta;;;;;;;;;;;;;;
FORCAFRE1;Robiola di Roccaverano g 300;Robiola di Roccaverano g 300;;La Masca SocietÃ  Cooperativa Agricola a r.l;;;;;;;;;;;;;;
COM51;Composta di lamponi selvatici g 200;Composta di lamponi selvatici g 200;;Azienda Agricola Elisir sui Monti di Barra Nives Francesca;;;;;;;;;;;;;;
COM52;Composta di mirtilli selvatici g 200;Composta di mirtilli selvatici g 200;;Azienda Agricola Elisir sui Monti di Barra Nives Francesca;;;;;;;;;;;;;;
COM73;Composta di frutti di bosco selvatici g 200;Composta di frutti di bosco selvatici g 200;;Azienda Agricola Elisir sui Monti di Barra Nives Francesca;;;;;;;;;;;;;;
SUC3;Succo di mirtillo selvatico ml 200;Succo di mirtillo selvatico ml 200;;Azienda Agricola Elisir sui Monti di Barra Nives Francesca;;;;;;;;;;;;;;
SUC45;Succo di lampone selvatico ml 200;Succo di lampone selvatico ml 200;;Azienda Agricola Elisir sui Monti di Barra Nives Francesca;;;;;;;;;;;;;;
ANTVERD1;Bun aptit antipasto Piemontese g 280;Bun aptit antipasto Piemontese g 280;;L'orto del Pian Bosco;;;;;;;;;;;;;;
FRUTCONSESS3;Nocciola Piemonte I.G.P. con guscio g 500;Nocciola Piemonte I.G.P. con guscio g 500;;L'orto del Pian Bosco;;;;;;;;;;;;;;
SAS46;Crema di melanzane con basilico g 180;Crema di melanzane con basilico g 180;;L'orto del Pian Bosco;;;;;;;;;;;;;;
VERDBARBABIET7;Barbabietola rossa g 250;Barbabietola rossa g 250;;Buscaglia Jole;;;;;;;;;;;;;;
VERDCAROTE19;Carote col ciuffo g 500;Carote col ciuffo g 500;;Buscaglia Jole;;;;;;;;;;;;;;
VERDCAVOLINI3;Cavolini di Bruxelles g 250;Cavolini di Bruxelles g 250;;Buscaglia Jole;;;;;;;;;;;;;;
VERDCAVOLONAV1;Cavolo Navone kg 2,5;Cavolo Navone kg 2,5;;Buscaglia Jole;;;;;;;;;;;;;;
VERDCAVROMAN1;Broccolo Romanesco kg 1;Broccolo Romanesco kg 1;kg;Buscaglia Jole;;;;;;;;;;;;;;
FORVAFRE28;Burro g 250;Burro g 250;;Santa Rita Bio Caseificio sociale 1964 s.r.l;;;;;;;;;;;;;;
FRUTLAMPONI6;Lamponi g 125;Lamponi g 125;;Azienda agricola Il Sottobosco;;;;;;;;;;;;;;
FRUTMIRTILLI10;Mirtilli g 180;Mirtilli g 180;;Azienda agricola Il Sottobosco;;;;;;;;;;;;;;
FRUTMORE5;More g 125;More g 125;;Azienda agricola Il Sottobosco;;;;;;;;;;;;;;
FRUTSUSINE10;Susine Ramassine g 500 ;Susine Ramassine g 500 ;;Azienda agricola Il Sottobosco;;;;;;;;;;;;;;
FRUTSUSINE8;Susine Ramassine g 250 ;Susine Ramassine g 250 ;;Azienda agricola Il Sottobosco;;;;;;;;;;;;;;
VERDBROCCOLI16;Broccoli kg 1 ;Broccoli kg 1 ;kg;Azienda agricola Il Sottobosco;;;;;;;;;;;;;;
VERDBROCCOLI23;Broccoli g 500 ;Broccoli g 500 ;;Azienda agricola Il Sottobosco;;;;;;;;;;;;;;
VERDBROCCOLI24;Broccoli g 800 ;Broccoli g 800 ;;Azienda agricola Il Sottobosco;;;;;;;;;;;;;;
FORVAERB10;Blu della Valle Grana g 200;Blu della Valle Grana g 200;;La Poiana Cooperativa agricola;;;;;;;;;;;;;;
FORVASEMISTAG36;Sola della Valle Grana g 200 a latte crudo ;Sola della Valle Grana g 200 a latte crudo ;;La Poiana Cooperativa agricola;;;;;;;;;;;;;;
FORVAFRE18;Squaquero stracchino d'alpeggio g 150;Squaquero stracchino d'alpeggio g 150;;Azienda Agricola Martino Gianfranco;;;;;;;;;;;;;;
FORVASEMISTAG12;Bel Varaita g 300;Bel Varaita g 300;;Azienda Agricola Martino Gianfranco;;;;;;;;;;;;;;
LATTE1;Latte di mucca intero fresco l 1;Latte di mucca intero fresco l 1;;Azienda Agricola Martino Gianfranco;;;;;;;;;;;;;;
RINFYOGVAINTEROB1;Yogurt di mucca bianco g 300 ;Yogurt di mucca bianco g 300 ;;Azienda Agricola Martino Gianfranco;;;;;;;;;;;;;;
RINFYOGVAINTEROF1;Yogurt di mucca frutta g 300 ;Yogurt di mucca frutta g 300 ;;Azienda Agricola Martino Gianfranco;;;;;;;;;;;;;;
DOLBISC54;Biscotti della salute g 500;Biscotti della salute g 500;;Il Profumo del Pane;;;;;;;;;;;;;;
PANGRISSINI12;Grissini di farro g 500;Grissini di farro g 500;;Il Profumo del Pane;;;;;;;;;;;;;;
CERFAR40;Farina castagne g 500 Carpeneisca, Bunina, Boneia ;Farina castagne g 500 Carpeneisca, Bunina, Boneia ;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM10;Confettura di pesche di vigna g 210;Confettura di pesche di vigna g 210;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM11;Confettura di prugne g 210 ;Confettura di prugne g 210 ;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM12;Confettura di zucca g 210 ;Confettura di zucca g 210 ;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM13;Composta di fragole g 210;Composta di fragole g 210;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM14;Composta di limone g 210 ;Composta di limone g 210 ;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM30;Confettura extra lamponi g 210 ;Confettura extra lamponi g 210 ;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM31;Confettura g 210 di ciliegie e amarene ;Confettura g 210 di ciliegie e amarene ;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM45;Confettura di fichi g 210 ;Confettura di fichi g 210 ;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM46;Confettura di albicocche g 210;Confettura di albicocche g 210;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM47;Confettura di pere Campanelle g 210;Confettura di pere Campanelle g 210;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM53;Confettura di fichi e pesche di vigna g 210;Confettura di fichi e pesche di vigna g 210;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM57;Confettura di lamponi 210 ;Confettura di lamponi 210 ;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM58;Confettura di prugne g 210;Confettura di prugne g 210;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM59;Confettura di corbezzoli 210 ;Confettura di corbezzoli 210 ;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM62;Confettura di ciliegie g 210 ;Confettura di ciliegie g 210 ;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM63;Confettura di albicocche g 210 ;Confettura di albicocche g 210 ;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM69;Confettura g 210 di fichi e pere ;Confettura g 210 di fichi e pere ;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM70;Confettura di limoni g 210;Confettura di limoni g 210;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
COM9;Composta cipolla Zerli g 210;Composta cipolla Zerli g 210;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
ERBEAROMATICHE11;Origano Curnabuggia g 15;Origano Curnabuggia g 15;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
ERBEAROMATICHE12;Timo essiccato g 15;Timo essiccato g 15;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
OLIOLIVA19;Olio extravergine di oliva Lavagnina l 0,5;Olio extravergine di oliva Lavagnina l 0,5;;Rue de Zerli di Franca Damico;;;;;;;;;;;;;;
LIBRO30;La storia a fumetti del primo vino bio ;La storia a fumetti del primo vino bio ;;Azienda Agricola Mario Torelli;;;;;;;;;;;;;;
LIQ3;Passito di Moscato doc cl 50;Passito di Moscato doc cl 50;;Azienda Agricola Mario Torelli;;;;;;;;;;;;;;
LIQ7;Grappa di Nebbiolo cl 50;Grappa di Nebbiolo cl 50;;Azienda agricola Erbaluna;;;;;;;;;;;;;;
LIQ8;Barolo Chinato cl 50;Barolo Chinato cl 50;;Azienda agricola Erbaluna;;;;;;;;;;;;;;
SCI7;Sciroppo menta Piperita con zucchero di canna grezzo cl 50;Sciroppo menta Piperita con zucchero di canna grezzo cl 50;;Azienda agricola Essenzialmenta;;;;;;;;;;;;;;
FRUTCONSESS21;Nocciola Piemonte I.G.P. del Roero sgusciata, tostata g 200;Nocciola Piemonte I.G.P. del Roero sgusciata, tostata g 200;;Azienda Agricola Bertero;;;;;;;;;;;;;;
MIE64;Pasta di nocciole Piemonte I.G.P. g 200;Pasta di nocciole Piemonte I.G.P. g 200;;Azienda Agricola Bertero;;;;;;;;;;;;;;
FORVAERB1;Gorgonzola dolce g 200;Gorgonzola dolce g 200;;Latteria Sociale di Cameri;;;;;;;;;;;;;;
FORVASEMISTAG18;Taleggio g 200;Taleggio g 200;;Latteria Sociale di Cameri;;;;;;;;;;;;;;
ACQAROM1;Acqua aromatica rosa ml 200;Acqua aromatica rosa ml 200;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
ACQUAAROML4;Acqua aromatica lavanda ml 200;Acqua aromatica lavanda ml 200;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
ACQUAAROML5;Eau de linge alla rosa ml 500;Eau de linge alla rosa ml 500;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
ACQUAAROML6;Eau de linge lavanda ml 500;Eau de linge lavanda ml 500;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
CREMADIS1;Crema mani lavanda e stella alpina ml 75;Crema mani lavanda e stella alpina ml 75;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
ERBEAROMATICHE20;Boccioli di rosa g 50;Boccioli di rosa g 50;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
ERBEAROMATICHE21;Fiori di campo g 40;Fiori di campo g 40;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
ERBEAROMATICHE22;Fiori di calendula g 12 ;Fiori di calendula g 12 ;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
ERBEAROMATICHE23;Fiori di fiordaliso g 25;Fiori di fiordaliso g 25;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
ERBEAROMATICHE24;Fiori di camomilla g 25;Fiori di camomilla g 25;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
ERBEAROMATICHE25;Fiori di malva g 20;Fiori di malva g 20;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
GELDIS1;Gel igienizzante mani aloe vera e limone ml 100;Gel igienizzante mani aloe vera e limone ml 100;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
GELDIS2;Gel igienizzante mani aloe vera, lavanda, tea tree ml 100;Gel igienizzante mani aloe vera, lavanda, tea tree ml 100;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
OLIOESS2;Olio essenziale di lavanda ml 10;Olio essenziale di lavanda ml 10;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
OLIOESS3;Olio essenziale di bacche di ginepro ml 10;Olio essenziale di bacche di ginepro ml 10;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
OLIOESS4;Olio essenziale ml 10 di issopo ;Olio essenziale ml 10 di issopo ;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
OLIOESS5;Olio essenziale di rosmarino ml 10;Olio essenziale di rosmarino ml 10;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
OLIOESS6;Olio essenziale di pino mugo ml 10;Olio essenziale di pino mugo ml 10;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
SAPONI1;Saponetta verbena g 100;Saponetta verbena g 100;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
SAPONI10;Sapone di Marsiglia cubo g 300;Sapone di Marsiglia cubo g 300;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
SAPONI15;Cuoricini di sapone confezione da 4 ;Cuoricini di sapone confezione da 4 ;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
SAPONI2;Saponetta mughetto g 100;Saponetta mughetto g 100;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
SAPONI3;Saponetta muschio bianco g 100;Saponetta muschio bianco g 100;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
SAPONI4;Saponetta semi d'uva g 100;Saponetta semi d'uva g 100;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
SAPONI5;Saponetta violetta g 100;Saponetta violetta g 100;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
SAPONI6;Saponetta fragola bosco g 100;Saponetta fragola bosco g 100;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
SAPONI7;Saponetta calendula g 100;Saponetta calendula g 100;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
SAPONI8;Saponetta lavanda g 100;Saponetta lavanda g 100;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
SAPONI9;Saponetta stella alpina g 100;Saponetta stella alpina g 100;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
SHAPOO1;Shampoo doccia alga marina Spirulina ml 250;Shampoo doccia alga marina Spirulina ml 250;;Rose & Caprioli s.r.l.;;;;;;;;;;;;;;
FRUTNOCI11;Noci g 250;Noci g 250;;Traversa Giacomo;;;;;;;;;;;;;;
FRUTNOCI14;Noci g 125 ;Noci g 125 ;;Traversa Giacomo;;;;;;;;;;;;;;
VERDAROMATICALLORO2;Alloro g 100;Alloro g 100;;Traversa Giacomo;;;;;;;;;;;;;;
VERDAROMATICROSMA1;Rosmarino g 100;Rosmarino g 100;;Traversa Giacomo;;;;;;;;;;;;;;
VERDAROMATICSALVIA3;Salvia g 100;Salvia g 100;;Traversa Giacomo;;;;;;;;;;;;;;
CONFREGALO1;Confezione regalo scatola,paglia,nastro,bigliett ;Confezione regalo scatola,paglia,nastro,bigliett ;;Agrispesa;;;;;;;;;;;;;;
CONFREGALO2;Confezione regalo scatola,paglia,nastro,bigliett ;Confezione regalo scatola,paglia,nastro,bigliett ;;Agrispesa;;;;;;;;;;;;;;
FARMACIACONFREGALO1;Confezione regalo ;Confezione regalo ;;Agrispesa;;;;;;;;;;;;;;
FIT;Arrotondamento ;Arrotondamento ;;Agrispesa;;;;;;;;;;;;;;
FIT16;Arrotondamento ;Arrotondamento ;;Agrispesa;;;;;;;;;;;;;;
FITTIZIO;Arrotondamento ;Arrotondamento ;;Agrispesa;;;;;;;;;;;;;;
FITTIZIO1;Arrotondamento ;Arrotondamento ;;Agrispesa;;;;;;;;;;;;;;
FITTIZIO2;Arrotondamento ;Arrotondamento ;;Agrispesa;;;;;;;;;;;;;;
FITTIZIO3;Arrotondamento ;Arrotondamento ;;Agrispesa;;;;;;;;;;;;;;
FITTIZIO4;Arrotondamento ;Arrotondamento ;;Agrispesa;;;;;;;;;;;;;;
FITTIZIO5;Arrotondamento ;Arrotondamento ;;Agrispesa;;;;;;;;;;;;;;
FITTIZIO6;Arrotondamento ;Arrotondamento ;;Agrispesa;;;;;;;;;;;;;;
FITTIZIO7;Arrotondamento ;Arrotondamento ;;Agrispesa;;;;;;;;;;;;;;
FITTIZIO9;Arrotondamento ;Arrotondamento ;;Agrispesa;;;;;;;;;;;;;;
SPESASOSPESA1;Spesa SOSpesa ;Spesa SOSpesa ;;Agrispesa;;;;;;;;;;;;;;
SPESASOSPESA2;Spesa SOSpesa ;Spesa SOSpesa ;;Agrispesa;;;;;;;;;;;;;;
SPESASOSPESA3;Spesa SOSpesa ;Spesa SOSpesa ;;Agrispesa;;;;;;;;;;;;;;
SPESASOSPESA4;Spesa SOSpesa ;Spesa SOSpesa ;;Agrispesa;;;;;;;;;;;;;;
SPESASOSPESA5;Spesa SOSpesa ;Spesa SOSpesa ;;Agrispesa;;;;;;;;;;;;;;
SPESASOSPESA6;Spesa SOSpesa ;Spesa SOSpesa ;;Agrispesa;;;;;;;;;;;;;;
SPESASOSPESA7;Spesa SOSpesa ;Spesa SOSpesa ;;Agrispesa;;;;;;;;;;;;;;
SPESASOSPESA8;Spesa SOSpesa ;Spesa SOSpesa ;;Agrispesa;;;;;;;;;;;;;;
TRASPORTO1;Contributo di trasporto ;Contributo di trasporto ;;Agrispesa;;;;;;;;;;;;;;
ARROSTOREALE;Tenerone g 800;Tenerone g 800;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRBSCARAMELLA;Scaramella g 800;Scaramella g 800;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRBSCARAMELOS;Scaramella con osso g 800;Scaramella con osso g 800;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRBSOTTOFIL1;Sottofiletto 2 fette spesse g 600;Sottofiletto 2 fette spesse g 600;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRBSOTTOFILE1;Sottofiletto a fette g 250;Sottofiletto a fette g 250;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRBSOTTOPAL;Sottopaletta g 800;Sottopaletta g 800;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVARROSTO;Arrosto g 800;Arrosto g 800;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVBATTUTA;Battuta al coltello g 250;Battuta al coltello g 250;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVBOLLITOMUS;Muscolo g 800;Muscolo g 800;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVBRUTEBUN;Brut e bun g 800;Brut e bun g 800;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVCARPACCIO;Carpaccio di coscia g 150;Carpaccio di coscia g 150;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVCOSTATA;Costata g 500;Costata g 500;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVNODINI;Nodini a fette confezione da 2 g 600;Nodini a fette confezione da 2 g 600;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVOSSO1;Osso da brodo kg 1;Osso da brodo kg 1;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVOSSOBUCO;Ossobuchi g 500;Ossobuchi g 500;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVPOLPASCELT;Polpa di prima scelta g 250;Polpa di prima scelta g 250;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVPOLPASUGO;Polpa da sugo e polpette g 250;Polpa da sugo e polpette g 250;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVROTONDA;Magro per roastbeef g 800;Magro per roastbeef g 800;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVSALSICCIA;Salsiccia di vitellone g 250;Salsiccia di vitellone g 250;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVSCAMONE;Scamone intero g 250;Scamone intero g 250;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVSPEZZATINO;Spezzatino g 400;Spezzatino g 400;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVSVIZZERE;Svizzere confezione da 2 g 400;Svizzere confezione da 2 g 400;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVSVIZZERE1;Svizzere confezione da 2 g 200;Svizzere confezione da 2 g 200;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVSVIZZEREM;Svizzere magre g 100 cadauna g 200;Svizzere magre g 100 cadauna g 200;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVTAGLIATA;Tagliata g 500;Tagliata g 500;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARRVTESTINA;Testina g 300;Testina g 300;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARVCOSCIAFETTE;Coscia scelta a fette g 250;Coscia scelta a fette g 250;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
CARVSCALOP1;Scaloppine g 250;Scaloppine g 250;;Azienda agricola Isnardi Ernesto;;;;;;;;;;;;;;
LIQ2;Distillato di pere Madernassa da pianta storica cl 20;Distillato di pere Madernassa da pianta storica cl 20;;Capovilla distillati;;;;;;;;;;;;;;
COM64;Confettura di albicocche g 230;Confettura di albicocche g 230;;Cooperativa sociale Fattorie Solidali;;;;;;;;;;;;;;
COM71;Confettura di fragole g 230;Confettura di fragole g 230;;Cooperativa sociale Fattorie Solidali;;;;;;;;;;;;;;
SAS54;Ketchup g 95;Ketchup g 95;;Cooperativa sociale Fattorie Solidali;;;;;;;;;;;;;;
VERDCARCIOFI10;Carciofo spinoso ;Carciofo spinoso ;;Terra Nuova Cooperativa Agricola;;;;;;;;;;;;;;
VERDCAVOLONERO7;Cavolo nero g 500;Cavolo nero g 500;;Fabrizio Bevilacqua;;;;;;;;;;;;;;
VERDCAVOLOVERZ1;Cavolo Verza kg 1;Cavolo Verza kg 1;kg;Fabrizio Bevilacqua;;;;;;;;;;;;;;
FORVAFRE60;Burro g 125;Burro g 125;;Azienda Agricola Masera Claudia;;;;;;;;;;;;;;
FORVASEMISTAG51;Ten dur formaggio da grattugiare g 200;Ten dur formaggio da grattugiare g 200;;Azienda Agricola Masera Claudia;;;;;;;;;;;;;;
LATTE5;Latte di mucca intero fresco l 1;Latte di mucca intero fresco l 1;;Azienda Agricola Masera Claudia;;;;;;;;;;;;;;
DOLBISC90;Fette biscottate di farro g 250;Fette biscottate di farro g 250;;Marcarino Roddino s.a.s.;;;;;;;;;;;;;;
FOCACCIA3;Focaccia grano duro Senatore Cappelli g 200;Focaccia grano duro Senatore Cappelli g 200;;Marcarino Roddino s.a.s.;;;;;;;;;;;;;;
PANGIRASOLE1;Pane integrale con semi di girasole g 500;Pane integrale con semi di girasole g 500;;Marcarino Roddino s.a.s.;;;;;;;;;;;;;;
PANGRISSINI17;Grissini al sesamo g 200;Grissini al sesamo g 200;;Marcarino Roddino s.a.s.;;;;;;;;;;;;;;
PANSEGALE1;Pane di segale integrale g 500;Pane di segale integrale g 500;;Marcarino Roddino s.a.s.;;;;;;;;;;;;;;
PANSEMOLA5;Pane di grano duro Senatore Cappelli g 500;Pane di grano duro Senatore Cappelli g 500;;Marcarino Roddino s.a.s.;;;;;;;;;;;;;;
CARBCBISOSSO;Bistecchine di coniglio con osso g 350;Bistecchine di coniglio con osso g 350;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBCBOCCONCI;Bocconcini di coniglio g 300;Bocconcini di coniglio g 300;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
CARBCCOSCE;Cosce di coniglio posteriori g 650;Cosce di coniglio posteriori g 650;;SocietÃ  Agr.Aimone Cascina Granello di Senape s.s.;;;;;;;;;;;;;;
